ResponseId,ConvertedCompYearly,DevType,LanguageHaveWorkedWith,LanguageWantToWorkWith,YearsCode,Country,EdLevel,Employment,RemoteWork,OrgSize,Age
14978,52207.0,"Developer, back-end",HTML/CSS;Java;JavaScript;Lua;Python;Rust;TypeScript,Go;Rust;Swift;TypeScript,12.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",Less than 20 employees,25-34 years old
13807,130000.0,"Developer, full-stack",Bash/Shell (all shells);C#;Groovy;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;SQL;Swift;TypeScript;Visual Basic (.Net),Bash/Shell (all shells);Go;Groovy;JavaScript;Kotlin;Python;Rust;SQL;Swift;TypeScript,9.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Remote,"10,000 or more employees",25-34 years old
27245,92812.0,"Developer, back-end",,,9.0,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","5,000 to 9,999 employees",25-34 years old
18672,104413.0,"Developer, full-stack",,,35.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)","5,000 to 9,999 employees",35-44 years old
36923,23203.0,"Developer, full-stack",HTML/CSS;Java;JavaScript;Kotlin;SQL,HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,6.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Student,Remote,Less than 20 employees,18-24 years old
40878,62648.0,"Developer, front-end",HTML/CSS;JavaScript;PHP;TypeScript,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript,6.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,In-person,100 to 499 employees,25-34 years old
13608,29057.0,"Developer, full-stack",HTML/CSS;JavaScript;PowerShell,HTML/CSS;JavaScript;PowerShell,5.0,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","1,000 to 4,999 employees",25-34 years old
21765,95299.0,"Developer, full-stack",C#;HTML/CSS;SQL;TypeScript,,36.0,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Remote,20 to 99 employees,45-54 years old
1746,67289.0,Data engineer,Bash/Shell (all shells);Kotlin;Python;SQL,Bash/Shell (all shells);Go;Python;SQL,15.0,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","1,000 to 4,999 employees",35-44 years old
23254,210000.0,"Senior executive (C-suite, VP, etc.)",Go;HTML/CSS;JavaScript;Python;Rust,Go;Rust,30.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",20 to 99 employees,45-54 years old
12300,21844.0,"Developer, full-stack",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Python;SQL,HTML/CSS;JavaScript;SQL,10.0,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,In-person,20 to 99 employees,25-34 years old
22758,19114.0,Other (please specify):,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;VBA;Visual Basic (.Net),HTML/CSS;JavaScript;Kotlin;PHP;Python;SQL;Visual Basic (.Net),5.0,Brazil,Some college/university study without earning a degree,Employed,In-person,"10,000 or more employees",45-54 years old
19511,6010.0,"Developer, back-end",Assembly;C;C++;HTML/CSS;Java;JavaScript;MATLAB;PHP;Python;SQL;Swift;TypeScript,C;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;TypeScript,7.0,Bangladesh,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,In-person,Less than 20 employees,25-34 years old
17870,220000.0,DevOps engineer or professional,Bash/Shell (all shells);C#;Go,Bash/Shell (all shells);Go;Rust,18.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","10,000 or more employees",25-34 years old
16257,56847.0,"Developer, full-stack",C#;PowerShell;Python;TypeScript,C#;Python;Rust;TypeScript,10.0,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","10,000 or more employees",25-34 years old
3453,180000.0,"Architect, software or solutions",Bash/Shell (all shells);C;C++;Java;JavaScript;Lua;PowerShell;Python;Rust;TypeScript,Rust;TypeScript,8.0,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,Remote,"1,000 to 4,999 employees",18-24 years old
18521,140000.0,"Developer, back-end",Bash/Shell (all shells);C#;HTML/CSS;SQL;Visual Basic (.Net),C++;Python,25.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","5,000 to 9,999 employees",45-54 years old
27439,125000.0,"Developer, mobile",Bash/Shell (all shells);Dart;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;SQL;Swift;TypeScript,Bash/Shell (all shells);Dart;Groovy;JavaScript;Kotlin;Swift;TypeScript,17.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","1,000 to 4,999 employees",35-44 years old
40485,250000.0,"Architect, software or solutions",Python;SQL;Swift,Python;SQL;Swift,25.0,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",Less than 20 employees,45-54 years old
35053,190598.0,DevOps engineer or professional,Bash/Shell (all shells);Go;Python;SQL,Bash/Shell (all shells);Go;SQL,33.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",20 to 99 employees,35-44 years old
18539,87011.0,"Developer, back-end",PHP;Scala;SQL;TypeScript,Kotlin;PHP;Scala;SQL;TypeScript,27.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)",20 to 99 employees,35-44 years old
20698,100000.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;TypeScript,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;TypeScript,13.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","10,000 or more employees",25-34 years old
17526,127616.0,"Developer, back-end",Bash/Shell (all shells);Go;Java;PHP;Python;Rust;SQL;TypeScript,Bash/Shell (all shells);Go;Java;Rust;SQL,15.0,Portugal,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Remote,"1,000 to 4,999 employees",25-34 years old
32269,34872.0,"Architect, software or solutions",Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;SQL;TypeScript,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,25.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)",20 to 99 employees,35-44 years old
42984,44000.0,Academic researcher,PowerShell;Python;R,C++;HTML/CSS;PowerShell;Python;R;SQL,5.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,In-person,Less than 20 employees,18-24 years old
32182,22647.0,"Developer, desktop or enterprise applications",,,15.0,Sri Lanka,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","5,000 to 9,999 employees",35-44 years old
14347,52308.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL;TypeScript,13.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","10,000 or more employees",35-44 years old
26919,35965.0,"Developer, full-stack",C;HTML/CSS;JavaScript;Kotlin;Lua;PHP;PowerShell;Python;R;SQL;TypeScript,,10.0,France,"Associate degree (A.A., A.S., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",Less than 20 employees,18-24 years old
45150,60725.0,"Architect, software or solutions",Bash/Shell (all shells);C#;C++;F#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript;Zig,C#;F#;Go;PowerShell;Zig,22.0,Hungary,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","1,000 to 4,999 employees",35-44 years old
18395,69609.0,"Developer, back-end",Java;Python;TypeScript,Go;Java;Python;TypeScript,10.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",Less than 20 employees,25-34 years old
17640,175000.0,DevOps engineer or professional,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;SQL;TypeScript,Go;TypeScript,13.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,100 to 499 employees,25-34 years old
15490,280000.0,"Developer, full-stack",C#;C++;Elixir;HTML/CSS;JavaScript;Python;Ruby;TypeScript,Elixir,14.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed","Hybrid (some in-person, leans heavy to flexibility)",Less than 20 employees,25-34 years old
5159,80000.0,Other (please specify):,C#;HTML/CSS;Python;SQL,Python;SQL,25.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Remote,"1,000 to 4,999 employees",55-64 years old
10561,113253.0,"Developer, back-end",,,16.0,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Remote,"1,000 to 4,999 employees",25-34 years old
35027,130000.0,Other (please specify):,Bash/Shell (all shells);C;Dart;Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Rust;Visual Basic (.Net),25.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",100 to 499 employees,45-54 years old
4771,58007.0,"Developer, front-end",HTML/CSS;JavaScript;PHP;SQL;TypeScript,HTML/CSS;Java;JavaScript;PHP;R;SQL;TypeScript,14.0,Austria,Some college/university study without earning a degree,Employed,"Hybrid (some remote, leans heavy to in-person)","5,000 to 9,999 employees",25-34 years old
3983,66128.0,"Developer, full-stack",C#;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,C;C++;Rust;Swift;Zig,15.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Remote,Less than 20 employees,25-34 years old
11925,27306.0,Data or business analyst,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;VBA,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,23.0,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",20 to 99 employees,35-44 years old
148,130992.0,"Developer, back-end",Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;Rust;SQL,Assembly;Python;Rust,15.0,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Not employed,,,25-34 years old
25404,18562.0,"Developer, back-end",Go;Java;JavaScript;SQL,Go;Lisp;OCaml;Rust;SQL;Zig;Gleam,8.0,Italy,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,,,25-34 years old
2361,75410.0,"Developer, back-end",C#;PHP;SQL;TypeScript,C#;SQL;TypeScript,16.0,Belgium,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)",100 to 499 employees,35-44 years old
41757,37937.0,Other (please specify):,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell,Assembly;Bash/Shell (all shells);C#;HTML/CSS;JavaScript,25.0,Germany,Some college/university study without earning a degree,Employed,In-person,100 to 499 employees,35-44 years old
37613,63616.0,"Developer, back-end",Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;PHP;Python;R;Rust;SQL;TypeScript,Bash/Shell (all shells);Go;PHP;Python;Rust;Scala;SQL;TypeScript,13.0,Hungary,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,500 to 999 employees,25-34 years old
17491,83531.0,"Developer, full-stack",Go;JavaScript;Kotlin;Python;TypeScript,JavaScript;Kotlin;TypeScript,8.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)",20 to 99 employees,25-34 years old
24784,34936.0,"Developer, full-stack",Bash/Shell (all shells);C;Dart;MATLAB;PowerShell;Python,Bash/Shell (all shells);C;C#;Dart;Python;Rust,6.0,New Zealand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,Less than 20 employees,18-24 years old
27627,83531.0,"Developer, front-end",HTML/CSS;JavaScript;SQL;TypeScript,Dart;Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,14.0,Malta,"Associate degree (A.A., A.S., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",500 to 999 employees,25-34 years old
11551,80000.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;SQL,22.0,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",,,35-44 years old
20689,112334.0,"Developer, mobile",Java;Kotlin;Swift;Zig,F#;Kotlin;Lisp;OCaml;Rust;Swift;Zig,16.0,Czech Republic,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",,,35-44 years old
16677,68071.0,"Developer, full-stack",C#;HTML/CSS;JavaScript;SQL;TypeScript,C#;HTML/CSS;JavaScript;SQL;TypeScript,40.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)",Less than 20 employees,45-54 years old
2403,127616.0,"Architect, software or solutions",Bash/Shell (all shells);C#;Go;HTML/CSS;Java;JavaScript;PowerShell;Python;TypeScript,C#,20.0,Finland,"Associate degree (A.A., A.S., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",20 to 99 employees,35-44 years old
11920,116015.0,Cloud infrastructure engineer,Bash/Shell (all shells);Java;Python,Bash/Shell (all shells);Go;Python,44.0,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",,,55-64 years old
24025,71279.0,"Architect, software or solutions",,,38.0,Sweden,Some college/university study without earning a degree,Employed,"Hybrid (some remote, leans heavy to in-person)",20 to 99 employees,45-54 years old
22339,74393.0,"Architect, software or solutions",Bash/Shell (all shells);Python;SQL,Bash/Shell (all shells);Java;Python;SQL,23.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",Less than 20 employees,45-54 years old
11367,8718.0,"Developer, front-end",C;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript;Visual Basic (.Net),,1.0,India,Other (please specify):,Not employed,,,18-24 years old
18219,146312.0,"Developer, full-stack",Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,Assembly;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,7.0,Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",500 to 999 employees,25-34 years old
38764,410000.0,"Developer, back-end",Go;Python;SQL,Go;Lisp;OCaml;Gleam,16.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Remote,"10,000 or more employees",35-44 years old
380,52207.0,Other (please specify):,C#;C++;HTML/CSS;JavaScript,C#;C++,9.0,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)","1,000 to 4,999 employees",35-44 years old
728,213177.0,"Developer, back-end",Bash/Shell (all shells);Java;JavaScript;SQL,Bash/Shell (all shells);Java;JavaScript;SQL,18.0,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",,,35-44 years old
28788,210000.0,"Developer, full-stack",Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,21.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,500 to 999 employees,35-44 years old
42988,160000.0,Applied scientist,Bash/Shell (all shells);C#;C++;Python,Bash/Shell (all shells);C#;C++;Rust,21.0,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)","5,000 to 9,999 employees",35-44 years old
37276,188000.0,"Developer, full-stack",Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;MATLAB;PowerShell;Python;TypeScript,Bash/Shell (all shells);C;GDScript;Go;HTML/CSS;JavaScript;Python;TypeScript,16.0,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","5,000 to 9,999 employees",35-44 years old
47821,46406.0,"Developer, back-end",Bash/Shell (all shells);C;C#;COBOL;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript;VBA;Visual Basic (.Net),Assembly,30.0,Italy,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,Less than 20 employees,45-54 years old
34499,37125.0,"Developer, back-end",,,32.0,Croatia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,In-person,Less than 20 employees,45-54 years old
3398,100765.0,"Developer, embedded applications or devices",Bash/Shell (all shells);C;C#;TypeScript,Rust,15.0,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",Less than 20 employees,35-44 years old
20393,52207.0,"Developer, desktop or enterprise applications",Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;PHP;Python,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;PHP;Python,14.0,Slovakia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)","10,000 or more employees",35-44 years old
1344,150000.0,"Developer, full-stack",C#;HTML/CSS;JavaScript;PowerShell;Rust;SQL;TypeScript,C#;F#;HTML/CSS;PowerShell;Rust;TypeScript,14.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,Less than 20 employees,25-34 years old
29272,24410.0,Data scientist,Bash/Shell (all shells);JavaScript;Python,,6.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)",20 to 99 employees,18-24 years old
40898,102142.0,"Architect, software or solutions",C;Go;Lua;Perl;Rust,C;Lua;Perl,56.0,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",,,65 years or older
37958,81870.0,DevOps engineer or professional,Bash/Shell (all shells);Go;Groovy;Java;Lua;Perl;PowerShell;Python;Rust;SQL,Bash/Shell (all shells);C;Lua;Python,20.0,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)","10,000 or more employees",25-34 years old
32625,44933.0,"Developer, back-end",,,5.0,Czech Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed","Hybrid (some remote, leans heavy to in-person)",Less than 20 employees,18-24 years old
11643,38827.0,Other (please specify):,Assembly;Bash/Shell (all shells);C;C#;C++;GDScript;Go;HTML/CSS;Java;JavaScript;Lisp;Lua;Perl;PowerShell;Python;Rust;SQL;VBA,Assembly;Bash/Shell (all shells);C;C#;C++;COBOL;GDScript;Go;Lisp;Lua;Python;Rust;SQL;Zig,7.0,Israel,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,In-person,"10,000 or more employees",18-24 years old
36940,69609.0,"Architect, software or solutions",Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript;VBA;Visual Basic (.Net),Bash/Shell (all shells);C#;Dart;Go;HTML/CSS;Java;JavaScript;Rust;SQL;TypeScript,35.0,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)","1,000 to 4,999 employees",45-54 years old
3030,78794.0,Data or business analyst,R;SQL,R;SQL,7.0,New Zealand,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,In-person,"5,000 to 9,999 employees",35-44 years old
8408,116015.0,"Developer, back-end",Bash/Shell (all shells);Elixir;Go;Kotlin;SQL,Elixir;Kotlin,10.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","5,000 to 9,999 employees",35-44 years old
39752,116015.0,Engineering manager,Java;Python,HTML/CSS;Java;JavaScript;Python;TypeScript,10.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Remote,"1,000 to 4,999 employees",35-44 years old
46931,45246.0,"Developer, QA or test",C#,C#,3.0,Portugal,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Remote,"1,000 to 4,999 employees",35-44 years old
4016,198389.0,"Architect, software or solutions",Java;Kotlin;SQL,Java;Kotlin;SQL,37.0,Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",500 to 999 employees,45-54 years old
40161,62721.0,"Developer, full-stack",C#;HTML/CSS;JavaScript;SQL;TypeScript,C#;Go;HTML/CSS;JavaScript;Kotlin;SQL;TypeScript,24.0,Romania,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",,,35-44 years old
42708,87011.0,Academic researcher,Fortran;Lua;Python;Rust,C++;Fortran;Lua;Python;Rust,20.0,Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","1,000 to 4,999 employees",35-44 years old
4531,46406.0,"Developer, back-end",Bash/Shell (all shells);Java;JavaScript;Ruby;SQL,Bash/Shell (all shells);Java;Lisp;Prolog;Scala;SQL;Zig,10.0,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","5,000 to 9,999 employees",25-34 years old
35339,160000.0,"Senior executive (C-suite, VP, etc.)",Bash/Shell (all shells);C++;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,Bash/Shell (all shells);C++;JavaScript;PHP;PowerShell;Python;Rust;SQL;TypeScript,44.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Not employed,,,65 years or older
14662,185623.0,Other (please specify):,C;Python,C;Python;Rust;Zig,38.0,Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,In-person,"10,000 or more employees",55-64 years old
1713,121815.0,"Developer, full-stack",HTML/CSS;JavaScript;Ruby;SQL,Dart;HTML/CSS;Java;JavaScript;Ruby;Rust;SQL,29.0,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)",20 to 99 employees,35-44 years old
31823,90000.0,"Developer, front-end",JavaScript;Lua;Python;SQL;TypeScript,JavaScript;Lua;Python,11.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,In-person,"1,000 to 4,999 employees",25-34 years old
13102,290037.0,"Developer, front-end",Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;SQL;TypeScript,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;SQL;TypeScript,35.0,Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,"10,000 or more employees",45-54 years old
1542,255000.0,AI/ML engineer,Bash/Shell (all shells);C++;Perl;Python;R;SQL,Bash/Shell (all shells);Perl;R;Rust;SQL;Zig,35.0,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",20 to 99 employees,45-54 years old
16469,89853.0,"Developer, full-stack",HTML/CSS;JavaScript;Ruby;TypeScript,HTML/CSS;JavaScript;Ruby;TypeScript,22.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,20 to 99 employees,35-44 years old
20590,49744.0,"Developer, full-stack",Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Kotlin;Python;SQL;Swift;TypeScript,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Kotlin;Python;SQL;Swift;TypeScript,40.0,Japan,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,In-person,20 to 99 employees,45-54 years old
41948,12123.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;MATLAB;PowerShell;Python;Scala;SQL;TypeScript,Bash/Shell (all shells);C#;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;MATLAB;PHP;PowerShell;Python;Rust;Scala;SQL;TypeScript;Visual Basic (.Net),5.0,Malaysia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",100 to 499 employees,18-24 years old
33747,58007.0,"Developer, embedded applications or devices",Bash/Shell (all shells);C++;Python,C++;Python,26.0,Belgium,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,In-person,20 to 99 employees,45-54 years old
35828,150000.0,"Developer, back-end",Bash/Shell (all shells);C#;JavaScript;Python;SQL;TypeScript,C#;JavaScript;Python;TypeScript,20.0,Israel,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",20 to 99 employees,25-34 years old
29342,21570.0,AI/ML engineer,PowerShell;Python;SQL,PowerShell;Python;SQL,4.0,Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Remote,100 to 499 employees,18-24 years old
40964,41765.0,"Developer, full-stack",Bash/Shell (all shells);C#;Go;HTML/CSS;PowerShell;TypeScript;Zig,,30.0,Netherlands,Some college/university study without earning a degree,Employed,"Hybrid (some remote, leans heavy to in-person)",20 to 99 employees,35-44 years old
25675,30222.0,"Developer, back-end",Bash/Shell (all shells);Go,Bash/Shell (all shells);C++;Go;Rust,8.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,In-person,"1,000 to 4,999 employees",18-24 years old
12169,210000.0,Product manager,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;Python;R;Rust;SQL;TypeScript,Bash/Shell (all shells);Go;JavaScript;Lua;Python;Rust;SQL;TypeScript,9.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,In-person,"10,000 or more employees",25-34 years old
4913,140000.0,"Developer, desktop or enterprise applications",C;C#;C++;Go;Python,C++;Python;Mojo,28.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",,,45-54 years old
